text,label
cùng đồng nghiệp hủ tiếu Nam Vang 22k,Ăn uống
khám covid test 300k,Sức khỏe
tối qua tết 18k haiz,Quà tặng
cháo lòng 55k,Ăn uống
05-05-2026 trả ủng hộ 250k lần này,Từ thiện
tối qua chi điện 55k,Hóa đơn
thanh toán tư vấn marketing 550k,Freelance
tour 50kđ,Du lịch
tháng này mua tai nghe bluetooth 5tr đấy,Mua sắm
ờm đặt cà phê 45k,Ăn uống
05-05-2026 quà bạn 100k thật,Quà tặng
hình như mua bàn phím cơ 12tr thật,Mua sắm
tháng này trả không rõ 20k thật,Khác
cuối tháng trả giúp đỡ 180k rồi,Từ thiện
mua quà valentine 400k,Quà tặng
cuối tháng chi tiêm phòng 1tr2 haiz,Thú cưng
hôm nay trả học phí 12tr á,Giáo dục
cuối tuần lương kỳ 100k xong,Lương
tháng này trả nạp dt 55k thật,Hóa đơn
ờm website 60k luôn,Freelance
chi phí lớp tiếng Anh 300k tháng này,Giáo dục
du lịch Hội An thuê xe máy 50k,Du lịch
cuối tháng chi tết 600k,Quà tặng
ờm chi gym 40k vừa xong,Sức khỏe
ờm chi incentive 15k vừa xong,Thưởng
mua hoa tươi 1tr2,Quà tặng
"sắm son 50,000",Mua sắm
cuối tháng ông bà 15k xong,Gia đình
05-05-2026 nhận mừng 700k lần này,Thu nhập khác
ờm refund lazada 600k thật,Thu nhập khác
ờm content 1tr nhé,Freelance
xe bus 90k luôn,Di chuyển
cuối tuần chi sửa nhà 60k á,Nhà ở
tháng này trả thức ăn chó 10tr hơi đau ví,Thú cưng
khám thú y 50000,Thú cưng
vừa chi gas 60k đấy,Hóa đơn
hôm nay chi học phí 30k lần này,Giáo dục
chi phí vé sự kiện 500k,Giải trí
thanh toán be 150k luôn,Di chuyển
hôm nay trả quyên góp 350k haiz,Từ thiện
ờm chi website 1tr rồi,Freelance
tháng này logo 12tr xong,Freelance
grab food giao đồ ăn 80k,Ăn uống
cuối tuần cổ tức 450k,Đầu tư
tháng này nước 150k xong,Hóa đơn
tối qua nấu cơm hộp 120k hơi đau ví,Ăn uống
hôm nay chi bowling 250k đấy,Giải trí
hôm nay sơn tường 120k thật,Nhà ở
ờm sơn tường 600k vừa xong,Nhà ở
vừa nhận tiền bán áo 2tr,Bán hàng
vừa chi sách 15tr á,Giáo dục
vừa khám bệnh 600k nhé,Sức khỏe
vừa spotify 200k vừa xong,Giải trí
mua thuốc tẩy giun cho thú cưng 200k,Thú cưng
tối qua book taxi 80k rồi,Di chuyển
phí tư vấn chiến lược kinh doanh 3tr,Freelance
hôm nay trả phát sinh 8tr á,Khác
ờm chi HR chuyển 3tr vừa xong,Lương
điều trị đau dạ dày 100k,Sức khỏe
nhận tiền công tháng 35k,Lương
vừa quyên góp 350k lần này,Từ thiện
ờm cho thuê 50k nhé,Đầu tư
trả quyên góp 350.000đ vừa xong,Từ thiện
hôm nay lương kỳ 350k lần này,Lương
05-05-2026 chi khám bệnh 1tr2 đấy,Sức khỏe
vừa sữa bé 1tr haiz,Gia đình
vừa bowling 45k nhé,Giải trí
cuối tuần phí SMS banking 2tr luôn,Hóa đơn
cuối tháng trả refund 100k xong,Thu nhập khác
tháng này con 250k lần này,Gia đình
ờm chi giúp đỡ 18k lần này,Từ thiện
tháng này trả ủng hộ 50000 á,Từ thiện
khách ck 180k lần này,Bán hàng
tiền xăng tuần này 200k,Di chuyển
ờm đầu tư coin lời 800k vừa xong,Đầu tư
vừa thưởng dự án 50.000 nhé,Thưởng
cuối tuần mua vitamin 10tr rồi,Sức khỏe
05-05-2026 chi tiêu không phân loại 600k đấy,Khác
05-05-2026 chi lãi tiết kiệm 50.000 lần này,Đầu tư
hôm nay chi ủng hộ 800k luôn,Từ thiện
tối qua vitamin 50kđ đấy,Sức khỏe
vừa gym 120k nhé,Sức khỏe
tối qua nhậu đồ ăn vặt 700k haiz,Ăn uống
cuối tuần refund 200k haiz,Thu nhập khác
du lịch Đà Lạt resort 800k lần này,Du lịch
trả tiền về quê 90k luôn,Gia đình
mua pin 800k,Khác
hôm nay trả trái phiếu 450k á,Đầu tư
gym tháng 800k,Sức khỏe
hôm nay chi game 25k hơi đau ví,Giải trí
ủng hộ lũ lụt 10tr,Từ thiện
tháng này nhận tiền thưởng nhỏ không rõ nguồn 1tr2 thật,Thu nhập khác
mua socola Ferrero tặng bạn 150k,Quà tặng
tiêm vaccine 250k,Sức khỏe
05-05-2026 KPI 15tr đấy,Thưởng
tháng này trả quyên góp 80k rồi,Từ thiện
ờm trả spotify 60k xong,Giải trí
tháng này chi video 800k luôn,Freelance
mua bánh kem 500k,Quà tặng
kỳ lương 15 hàng tháng 50kđ,Lương
phở gà 450k,Ăn uống
mì xào hải sản 65k,Ăn uống
ủng hộ chùa 15tr,Từ thiện
chứng chỉ 10tr,Giáo dục
tháng này vitamin 150k luôn,Sức khỏe
bán quần áo secondhand 600k,Bán hàng
tháng này chi khách ck 100k đấy,Bán hàng
ờm book đăng kiểm 400k hơi đau ví,Di chuyển
cuối tuần mua thuốc cho mẹ 30k thật,Gia đình
cuối tháng trả thưởng tết 50k vnd haiz,Thưởng
05-05-2026 chi thuốc 700k hơi đau ví,Sức khỏe
tặng gift card 12tr,Quà tặng
do xang 50k vnd,Di chuyển
vừa phí chuyển tiền ngân hàng 50k vừa xong,Hóa đơn
ờm nhận tiền bán laptop cũ 25k rồi,Bán hàng
pay rent 2tr5,Nhà ở
vừa trả Du lịch 350.000đ xong,Du lịch
cf sang 50.000,Ăn uống
05-05-2026 trả Du lịch 18k á,Du lịch
đt mới 15tr,Mua sắm
05-05-2026 hoàn tiền momo 15.000.000 haiz,Thu nhập khác
tháng này chốt đơn ốp lưng 150k thật,Mua sắm
mua cát vệ sinh cho thú cưng 500k lần này,Thú cưng
tối qua phát sinh 3tr rồi,Khác
cuối tháng chi từ thiện 15tr nhé,Từ thiện
vừa mua thuốc cho mình 25k haiz,Sức khỏe
cuối tuần doanh thu 3tr,Bán hàng
tối qua bonus 50000 rồi,Thưởng
cho bạn mừng tốt nghiệp 500k,Quà tặng
hôm nay sửa điện nước trong phòng 2tr rồi,Nhà ở
chi sửa ống nước 60k,Nhà ở
tối qua thức ăn chó 50.000 rồi,Thú cưng
tối qua giúp đỡ 900k xong,Từ thiện
tháng này trả content 500k hơi đau ví,Freelance
sắm đồ nội thất nhỏ 1tr5,Mua sắm
doanh thu cửa hàng 70k — ghi chú,Bán hàng
"vừa linh tinh 1,5tr luôn",Khác
thu từ bán hàng Shopee tháng 3tr,Bán hàng
cuối tuần cưới 50000,Quà tặng
Netflix 200k,Giải trí
cuối tuần chi sữa bé 60k á,Gia đình
tháng này trả không rõ 50kđ xong,Khác
ờm chi thức ăn chó 18k vừa xong,Thú cưng
hôm nay trả phí bank 500k thật,Hóa đơn
cuối tháng trả dạy kèm 45k haiz,Freelance
05-05-2026 grab đi làm 3tr thật,Di chuyển
vừa lazada 30k nhé,Mua sắm
tối qua trả quạt 5tr xong,Nhà ở
cuối tuần logo 350k vừa xong,Freelance
"tokbokki 1,5tr",Ăn uống
05-05-2026 ăn bánh mì 5tr hơi đau ví,Ăn uống
vừa chi chụp ảnh 20k á,Freelance
phong bì phong bì cưới 650k,Quà tặng
05-05-2026 concert 5tr rồi,Giải trí
khách sạn 500k,Du lịch
cuối tháng chi phát sinh 120k,Khác
cuối tuần trả nợ bạn 15 triệu vừa xong,Khác
05-05-2026 chi tk nhận tiền tháng 400k luôn,Lương
ờm order đồ gia dụng 35k rồi,Mua sắm
ờm netflix 3tr,Giải trí
trả tiền học cho con lớp 1 2tr,Giáo dục
tháng này chi nhận mừng 1tr hơi đau ví,Thu nhập khác
cuối tháng ăn mì gói survival 50.000,Ăn uống
đi grab từ trường về nhà 50kđ,Di chuyển
mua gấu bông 15tr,Quà tặng
300k tặng bạn cưới,Quà tặng
bạn trả tiền mượn 300k,Thu nhập khác
chi phí chuyến đi chơi Phan Thiết 2tr,Du lịch
chi Du lịch 800k lần này,Du lịch
vé bus về quê 250k,Di chuyển
mua socola 95k,Quà tặng
05-05-2026 mua shopee 900k á,Mua sắm
mì xào hải sản 100k,Ăn uống
cuối tuần chi quyên góp 350.000đ đấy,Từ thiện
cuối tuần trả linh tinh 18k lần này,Khác
hôm nay taxi 70k vừa xong,Di chuyển
tối qua chi vitamin 50k thật,Sức khỏe
hôm nay phí SMS banking 2tr nhé,Hóa đơn
chi gia sư 20k luôn,Giáo dục
vừa chi phí xăng xe 3tr,Di chuyển
hôm nay website 25k,Freelance
khách trả tiền đơn hàng 350.000đ haiz,Bán hàng
cuối tuần incentive 2tr5 á,Thưởng
order trà sữa 180k,Ăn uống
cafe sáng 600k,Ăn uống
cuối tuần trả tiền trọ 120k,Nhà ở
tháng này từ thiện 30k,Từ thiện
hôm nay thuốc 10tr luôn,Sức khỏe
gà rán 40k,Ăn uống
góp quỹ 50kđ,Từ thiện
sản phẩm chăm sóc tóc 300k,Mua sắm
Baemin tokbokki 25.000đ,Ăn uống
chi phí Grab Bike 180k,Di chuyển
hôm nay vitamin 70k lần này,Sức khỏe
ờm chi cọc trả lại 180k lần này,Thu nhập khác
ờm khách chuyển khoản mua hàng 25k,Bán hàng
gửi ô tô 750k,Di chuyển
cuối tháng trả trái phiếu 1tr lần này,Đầu tư
tiền thuê nhà tháng này 150k,Nhà ở
05-05-2026 video 500k haiz,Freelance
đóng tiền internet 220k,Hóa đơn
ờm cưới 250k xong,Quà tặng
ờm order cơm hộp 25k đấy,Ăn uống
vừa chi hoa 50k luôn,Quà tặng
bán quần áo 2tr5 lần này,Bán hàng
hôm nay payroll 80k haiz,Lương
ăn uống chuyến đi 50k vnd,Du lịch
vé tàu hỏa Sài Gòn - Đà Nẵng 500k,Di chuyển
cuối tháng phát sinh 300k nhé,Khác
tháng này ủng hộ 20k á,Từ thiện
steam mua game 250k,Giải trí
du lịch Hội An vé tham quan 10tr,Du lịch
hôm nay chi logo 20k vừa xong,Freelance
"05-05-2026 trả thuê nhà 1,5tr xong",Nhà ở
hình như mượn bạn 1tr2 trả lại,Khác
đóng lớp tin học 250k,Giáo dục
mua đồ bảo hộ lao động 300k,Mua sắm
thanh toán dạy online 150k,Freelance
05-05-2026 KPI 12tr á,Thưởng
ờm mua linh kiện PC 3tr haiz,Mua sắm
nhận lợi nhuận chứng khoán 150k,Đầu tư
quà bạn 300k thật,Quà tặng
tiền đặt cọc 500k,Khác
"tiền từ lãi crypto 1,5tr",Đầu tư
cuối tháng Du lịch 20k đấy,Du lịch
chi điều hòa 2tr,Nhà ở
05-05-2026 tiền thuê trọ tháng này 800k luôn,Nhà ở
ờm trả cát mèo 60k haiz,Thú cưng
chi bonus 15tr luôn,Thưởng
đi spa massage thư giãn 400k,Giải trí
tháng này quyên góp 600k luôn,Từ thiện
tip phục vụ 25.000đ,Khác
giúp đỡ người vô gia cư 300k,Từ thiện
cuối tuần trả gia sư 80k xong,Giáo dục
tối qua trả gia sư 50kđ rồi,Giáo dục
mua thuốc cảm 50kđ,Sức khỏe
mua thuốc cảm 700k đấy,Sức khỏe
mua áo sale 50kđ,Mua sắm
vừa cầu đường 50.000 haiz,Di chuyển
ủng hộ chùa 25k (2026),Từ thiện
05-05-2026 chi incentive 45k vừa xong,Thưởng
wifi nhà 50k vnd,Hóa đơn
đặt phở gà 500k,Ăn uống
tháng này chi hoa 15k thật,Quà tặng
ờm vitamin 8tr,Sức khỏe
05-05-2026 gửi tiền về quê 15tr đấy,Gia đình
chi trái phiếu 12tr lần này,Đầu tư
đăng ký phim Netflix tháng 200k,Giải trí
trả nợ bạn 120k đấy,Khác
vừa tiền công ty 50k vnd rồi,Lương
tối qua khách ck 18k nhé,Bán hàng
Baemin hủ tiếu Nam Vang 350k,Ăn uống
vừa trả phim 120k xong,Giải trí
ờm trả ông bà 20k rồi,Gia đình
ờm thuốc 15k haiz,Sức khỏe
tối qua cho thuê 5tr rồi,Đầu tư
05-05-2026 incentive 10tr hơi đau ví,Thưởng
05-05-2026 gym 300k rồi,Sức khỏe
đi chợ mua rau củ 80k,Ăn uống
05-05-2026 điều trị đau dạ dày 2tr5 vừa xong,Sức khỏe
tháng này chi HR chuyển 15tr haiz,Lương
thanh toán mua vặt 220k,Khác
vừa lãi tiết kiệm 250k á,Đầu tư
tháng này cát mèo 50000 đấy,Thú cưng
nhận lương tháng 10 15tr,Lương
mua phong bì cưới 1tr2,Quà tặng
vừa chi incentive 2tr5 hơi đau ví,Thưởng
cuối tuần trả trái phiếu 50kđ luôn,Đầu tư
thu lãi gửi kỳ hạn 120.000đ,Đầu tư
cho con tiền tiêu vặt 500k,Gia đình
tối qua ông bà 1tr haiz,Gia đình
vừa trả thưởng tết 350.000đ,Thưởng
05-05-2026 trả game 400k rồi,Giải trí
hôm nay KPI 100k hơi đau ví,Thưởng
tháng này việc linh tinh 12tr thật,Khác
vừa grab đi làm 80k,Di chuyển
ờm ba mẹ 50k vnd vừa xong,Gia đình
freelance 600k nhé,Freelance
incentive 50k vnd vừa xong,Thưởng
mua đồ uống siêu thị 120k,Ăn uống
ờm mua thuốc cảm 25k nhé,Sức khỏe
ờm trả internet 60k thật,Hóa đơn
05-05-2026 linh tinh 60k,Khác
chi Du lịch 60k vừa xong,Du lịch
góp quỹ vaccine 250k vừa chi,Từ thiện
hôm nay chi quạt 120k haiz,Nhà ở
order cơm hộp VP 220k,Ăn uống
hình như khám bệnh cá nhân 50k vừa xong,Sức khỏe
hôm nay mua ốp lưng 200k vừa xong,Mua sắm
vòng cổ GPS 200k,Thú cưng
05-05-2026 incentive 3tr xong,Thưởng
05-05-2026 chi shopee 50k vnd luôn,Bán hàng
chi content 50k vnd á,Freelance
cuối tuần chi cưới 180k thật,Quà tặng
tối qua dạy kèm 800k luôn,Freelance
"mua thuốc 1,5tr",Sức khỏe
nấu sushi 5tr nhé,Ăn uống
LÃI CHỨNG KHOÁN,Đầu tư
vừa mua chuột máy tính 700k rồi,Mua sắm
freelance viết content 450k,Freelance
hôm nay chi trái phiếu 15tr nhé,Đầu tư
cuối tháng logo 15tr xong,Freelance
cuối tuần payroll 35k hơi đau ví,Lương
cuối tuần sắm ốp lưng 350.000đ vừa xong,Mua sắm
du lịch Phú Quốc khách sạn 15tr,Du lịch
lãi gửi kỳ hạn 180k,Đầu tư
chuyển khoản gửi tiền về quê 120.000đ,Gia đình
cuối tuần khách ck 18k đấy,Bán hàng
05-05-2026 thuê phòng hostel 900k vừa xong,Du lịch
tối qua trả quyên góp 10tr á,Từ thiện
tối qua ốp lưng 300k xong,Mua sắm
cuối tuần bảo hiểm xe máy 400k thật,Di chuyển
freelance phiên dịch 850k — ghi chú,Freelance
chi phí mua sách truyện 70k,Giải trí
tháng này ăn bánh mì 300k vừa xong,Ăn uống
khách ck 150k haiz,Bán hàng
vừa bán đồ cũ 1tr2 thật,Bán hàng
cuối tuần HR chuyển 180k rồi,Lương
mua bàn phím cơ 1tr5,Mua sắm
vừa trả karaoke 5tr á,Giải trí
cuối tuần mua lazada 700k lần này,Mua sắm
đóng sách giáo khoa 100k,Giáo dục
tối qua chốt đơn quần jean 80k nhé,Mua sắm
mua thuốc dạ dày Omeprazole 100k,Sức khỏe
chuyển khoản sinh hoạt gia đình 20tr,Gia đình
đặt điện thoại phụ kiện trên mạng 90k,Mua sắm
nạp tiền game Free Fire 500k,Giải trí
cuối tuần chi con 2tr haiz,Gia đình
tối qua sửa đồ 180k nhé,Khác
quyên góp môi trường 150k,Từ thiện
chi vitamin 350k haiz,Sức khỏe
mua bàn học gỗ 1tr2,Nhà ở
hôm nay chi bonus 90k luôn,Thưởng
vừa chi website 15k,Freelance
điều hòa tháng này 35k,Nhà ở
chi nước 50k vnd hơi đau ví,Hóa đơn
hôm qua mua café 40k,Ăn uống
đóng mua đèn led 15tr,Nhà ở
du lịch Đà Lạt vé tham quan 50k,Du lịch
hôm nay trả ông bà 35k xong,Gia đình
tối qua chi sim 180k thật,Hóa đơn
ờm hoa 450k á,Quà tặng
đi gửi xe 350k,Di chuyển
cuối tháng chi hoa 60k đấy,Quà tặng
kỳ lương 15 hàng tháng 50.000,Lương
tháng này book cầu đường 2tr5 thật,Di chuyển
mua đồ tiêu dùng hằng ngày 300k,Mua sắm
trả thuê nhà 18k á,Nhà ở
tối qua trả cổ tức 600k xong,Đầu tư
hôm nay content 12tr lần này,Freelance
27/05/2026 cafe sáng 35k,Ăn uống
tối qua nhậu cà phê 15tr lần này,Ăn uống
du lịch Sapa resort 20k lần này,Du lịch
chữa bệnh xương khớp 1tr,Sức khỏe
vitamin 120k lần này,Sức khỏe
05-05-2026 đi nha khoa 400k thật,Sức khỏe
bữa trưa VP 50000,Ăn uống
hôm nay quà bạn 12tr thật,Quà tặng
hôm nay chốt đơn túi 55k luôn,Mua sắm
bảo hiểm du lịch 200k,Du lịch
cuối tháng chi quyên góp 45k á,Từ thiện
"tặng phong bì cưới 1,5tr lần này",Quà tặng
vừa trả thưởng dự án 200k lần này,Thưởng
cuối tuần quạt 500k xong,Nhà ở
hôm nay chi từ thiện 180k thật,Từ thiện
cuối tháng trả ủng hộ 60k thật,Từ thiện
hôm nay tour du lịch 350.000đ,Du lịch
cuối tuần order son 90k rồi,Mua sắm
vừa ck tiền trọ 50.000 vừa xong,Nhà ở
05-05-2026 chi payroll 400k nhé,Lương
tháng này Du lịch 300k haiz,Du lịch
cuối tháng chi video 150k nhé,Freelance
cuối tháng thức ăn chó 2tr5 luôn,Thú cưng
vừa chi HR chuyển 120k luôn,Lương
mua máy lọc không khí mini 1tr,Mua sắm
tháng này chi sách 8tr lần này,Giáo dục
cho mẹ tiền mừng sinh nhật 1tr,Quà tặng
"cuối tuần trả không rõ 50,000 haiz",Khác
tối qua trả cho thuê 60k haiz,Đầu tư
sinh nhật bạn cơm hộp VP 15k,Ăn uống
ăn sáng 2 người 80k,Ăn uống
tối qua chi thức ăn chó 450k hơi đau ví,Thú cưng
tháng này linh tinh 800k vừa xong,Khác
cuối tháng spotify 60k hơi đau ví,Giải trí
hôm nay karaoke 50.000 hơi đau ví,Giải trí
cuối tuần thức ăn chó 20k luôn,Thú cưng
05-05-2026 doanh thu bán online 4tr vừa xong,Bán hàng
05-05-2026 trả gas 2tr haiz,Hóa đơn
vừa chi incentive 8tr luôn,Thưởng
đăng ký YouTube Premium 79k,Hóa đơn
vừa trả cọc trả lại 100k đấy,Thu nhập khác
tối qua trả bonus 150k rồi,Thưởng
tối qua tiền công ty 80k á,Lương
cuối tháng phí bank 50k vnd thật,Hóa đơn
được mừng cưới 250k,Thu nhập khác
cuối tháng shopee 150k haiz,Mua sắm
chi phí vé xem phim 20tr lần này,Giải trí
HR chuyển 35k,Lương
hoàn tiền momo 350k vừa xong,Thu nhập khác
cuối tháng chi chụp ảnh 30k luôn,Freelance
vừa chụp ảnh 40k nhé,Freelance
cuối tuần netflix 150k đấy,Giải trí
vừa ghi chú không rõ 200k đấy,Khác
hôm nay phí duy trì tài khoản 12tr nhé,Hóa đơn
cuối tuần chi học phí 250k á,Giáo dục
incentive 900k á,Thưởng
cuối tuần trả content 2tr5 hơi đau ví,Freelance
chi phí vé xem phim 95k (2026),Giải trí
05-05-2026 thuốc 80k đấy,Sức khỏe
cát vệ sinh 2tr5,Thú cưng
vừa KPI 15k thật,Thưởng
tháng này trả video 1tr lần này,Freelance
cuối tuần nhận mừng 700k,Thu nhập khác
05-05-2026 khách ck mua hàng 20k,Bán hàng
cho thuê 8tr haiz,Đầu tư
cuối tuần giúp đỡ 450k haiz,Từ thiện
siêu thị mua bàn phím cơ 60k lần này,Mua sắm
"sắm đồ cuối tuần 1,5tr",Mua sắm
chi sửa đồ 90k thật,Khác
vừa trả nhận mừng 55k á,Thu nhập khác
ờm thức ăn chó 100k vừa xong,Thú cưng
du lịch Đà Lạt khách sạn 600k,Du lịch
tháng này sơn tường 4tr vừa xong,Nhà ở
trả incentive 700k luôn,Thưởng
tết 1tr2 haiz,Quà tặng
nhận tiền làm video 650k,Freelance
hôm nay học phí 400k xong,Giáo dục
cà phê Highlands 65k,Ăn uống
chi phí Grab Bike 850k,Di chuyển
hôm nay trả shopee 900k á,Bán hàng
vừa trả Du lịch 1tr2 thật,Du lịch
chi từ thiện 250k hơi đau ví,Từ thiện
gia sư 50.000,Giáo dục
05-05-2026 lẩu 100k xong,Ăn uống
hôm nay doanh thu 3tr vừa xong,Bán hàng
